,Variable,Coefficient,P-value
1505,C(COMPANY_ID)[T.4600],417175054.2885145,0.341710007709113
1506,C(COMPANY_ID)[T.4602],8719727973.493284,0.3417100073085273
1507,C(COMPANY_ID)[T.4604],-4866746737.239731,0.3417100073205779
1508,C(COMPANY_ID)[T.4606],-1.086759497183479e-15,0.34364460377409556
1509,C(COMPANY_ID)[T.4608],-4866746735.375803,0.3417100075053817
1510,C(COMPANY_ID)[T.4610],417175054.6181927,0.34171000732781276
1511,C(COMPANY_ID)[T.4613],2112027723.5190043,0.34171000709510413
1512,C(COMPANY_ID)[T.4614],417175055.77236545,0.3417100059936027
1513,C(COMPANY_ID)[T.4616],135497076371.74405,0.34171000738298096
1514,C(COMPANY_ID)[T.4618],-4866746737.967026,0.34171000724827194
1515,C(COMPANY_ID)[T.4622],-1471402738.5417414,0.34171000712117416
1516,C(COMPANY_ID)[T.4625],613345563.1252098,0.34171000822278585
1517,C(COMPANY_ID)[T.4626],-0.6326573346529464,0.3978379084064334
1518,C(COMPANY_ID)[T.4627],-1471402737.9168248,0.341710007325813
1519,C(COMPANY_ID)[T.4629],-1471402736.9251695,0.341710007651561
1520,C(COMPANY_ID)[T.4630],-1471402734.532814,0.34171000843664245
1521,C(COMPANY_ID)[T.4631],-6853817435.187546,0.34171000741423363
1522,C(COMPANY_ID)[T.4632],-1076658044.9204614,0.34171000725530987
1523,C(COMPANY_ID)[T.4634],613345564.3186898,0.34171000728328316
1524,C(COMPANY_ID)[T.4635],-1471402738.8475742,0.3417100070212239
1525,C(COMPANY_ID)[T.4636],-2.0135449543220654e-15,0.31853321616285746
1526,C(COMPANY_ID)[T.4637],0.49574476645538823,0.6360813245485324
1527,C(COMPANY_ID)[T.4641],2.289596358545774,0.028856969431686287
1528,C(COMPANY_ID)[T.4642],0.7749707641834354,0.4587176342800079
1529,C(COMPANY_ID)[T.4644],-1076658041.6615093,0.34171000871643575
1530,C(COMPANY_ID)[T.4645],417175057.2378887,0.34171000429866516
1531,C(COMPANY_ID)[T.4647],-4173102897.8004484,0.341710007502934
1532,C(COMPANY_ID)[T.4648],-1076658045.5359046,0.3417100069789826
1533,C(COMPANY_ID)[T.4649],613345562.8068504,0.3417100084732817
1534,C(COMPANY_ID)[T.4650],-4866746735.215298,0.3417100075213869
1535,C(COMPANY_ID)[T.4651],-1471402737.7565985,0.3417100073786423
1536,C(COMPANY_ID)[T.4652],-4866746737.272097,0.3417100073173308
1537,C(COMPANY_ID)[T.4656],-1471402740.47326,0.341710006487692
1538,C(COMPANY_ID)[T.4657],-29208743033.634155,0.3417100073770787
1539,C(COMPANY_ID)[T.4658],-29208743033.58043,0.34171000737796287
1540,C(COMPANY_ID)[T.4659],-4173102902.825261,0.3417100069216066
1541,C(COMPANY_ID)[T.4660],417175054.17853105,0.34171000783868744
1542,C(COMPANY_ID)[T.4662],417175055.1646817,0.3417100066966299
1543,C(COMPANY_ID)[T.4664],-1471402736.5866199,0.34171000776256855
1544,C(COMPANY_ID)[T.4666],-1471402739.1207452,0.34171000693137144
1545,C(COMPANY_ID)[T.4667],417175057.6175387,0.34171000385739336
1546,C(COMPANY_ID)[T.4669],-4866746736.538364,0.3417100073900482
1547,C(COMPANY_ID)[T.4671],-6853817435.60861,0.34171000738445256
1548,C(COMPANY_ID)[T.4675],-4866746736.888025,0.3417100073554217
1549,C(COMPANY_ID)[T.4676],-29208743035.41532,0.34171000734765256
1550,C(COMPANY_ID)[T.4678],135497076370.44763,0.34171000738759827
1551,C(COMPANY_ID)[T.4680],-6853817435.241671,0.3417100074103995
1552,C(COMPANY_ID)[T.4688],0.6528471497946802,0.5325625350832843
1553,C(COMPANY_ID)[T.4689],-6853817433.415712,0.34171000753890124
1554,C(COMPANY_ID)[T.4693],-1471402738.3628583,0.3417100071795127
1555,C(COMPANY_ID)[T.4695],-4866746735.589132,0.3417100074841426
1556,C(COMPANY_ID)[T.4696],-4866746737.307831,0.3417100073136645
1557,C(COMPANY_ID)[T.4697],1672273402.616593,0.34171000654753847
1558,C(COMPANY_ID)[T.4700],613345564.6910472,0.341710006991522
1559,C(COMPANY_ID)[T.4702],417175055.8560536,0.34171000589774225
1560,C(COMPANY_ID)[T.4704],5.136854441027586e-16,0.6702132559810616
1561,C(COMPANY_ID)[T.4705],-1471402738.0493264,0.3417100072822913
1562,C(COMPANY_ID)[T.4706],-29208743034.983162,0.34171000735478463
1563,C(COMPANY_ID)[T.4708],-29208743032.069016,0.34171000740294444
1564,C(COMPANY_ID)[T.4710],417175057.33263886,0.34171000418906883
1565,C(COMPANY_ID)[T.4711],613345562.0073898,0.3417100091036831
1566,C(COMPANY_ID)[T.4712],1.1734040683858868,0.2614192350358791
1567,C(COMPANY_ID)[T.4719],1.1879849242951748,0.25663479634026787
1568,C(COMPANY_ID)[T.4720],-0.07702890407867491,0.9425075990033602
1569,C(COMPANY_ID)[T.4724],-1076658045.165179,0.34171000714516964
1570,C(COMPANY_ID)[T.4727],-4866746737.021757,0.3417100073420354
1571,C(COMPANY_ID)[T.4728],417175054.1318257,0.341710007893934
1572,C(COMPANY_ID)[T.4730],-1471402737.7693825,0.3417100073742295
1573,C(COMPANY_ID)[T.4733],-1471402736.7998428,0.34171000769234616
1574,C(COMPANY_ID)[T.4734],0.19116225350903893,0.856860127870574
1575,C(COMPANY_ID)[T.4736],2112027722.3378,0.34171000736500046
1576,C(COMPANY_ID)[T.4737],1672273398.5245743,0.34171000772877125
1577,C(COMPANY_ID)[T.4746],1672273398.7146673,0.34171000767388504
1578,C(COMPANY_ID)[T.4751],417175053.0110525,0.3417100091859021
1579,C(COMPANY_ID)[T.4755],-1471402737.5817266,0.34171000743602775
1580,C(COMPANY_ID)[T.4758],-1471402738.2161045,0.341710007227745
1581,C(COMPANY_ID)[T.484],-1471402740.7970738,0.341710006380862
1582,C(COMPANY_ID)[T.489],-29208743030.315155,0.3417100074319298
1583,C(COMPANY_ID)[T.495],613345567.6084702,0.34171000469610524
1584,C(COMPANY_ID)[T.498],613345563.4951825,0.3417100079323887
1585,C(COMPANY_ID)[T.513],-5490601995.682444,0.3417100073196149
1586,C(COMPANY_ID)[T.519],417175056.10259235,0.3417100056124094
1587,C(COMPANY_ID)[T.523],417175054.3308619,0.3417100076625105
1588,C(COMPANY_ID)[T.537],135497076373.24472,0.34171000737763957
1589,C(COMPANY_ID)[T.547],417175053.30183506,0.34171000885295455
1590,C(COMPANY_ID)[T.560],-6853817433.412785,0.3417100075390813
1591,C(COMPANY_ID)[T.566],3173357201.3287563,0.3417100076747236
1592,C(COMPANY_ID)[T.573],-1076658043.4224575,0.34171000792675177
1593,C(COMPANY_ID)[T.575],-4866746737.8426,0.3417100072606096
1594,C(COMPANY_ID)[T.578],417175055.59901416,0.3417100061948597
1595,C(COMPANY_ID)[T.58],-4866746735.854294,0.34171000745783175
1596,C(COMPANY_ID)[T.590],3173357205.24257,0.341710007079326
1597,C(COMPANY_ID)[T.593],417175054.6655253,0.34171000727517864
1598,C(COMPANY_ID)[T.616],417175056.44634104,0.3417100052146108
1599,C(COMPANY_ID)[T.62],417175056.68583095,0.34171000493772685
1600,C(COMPANY_ID)[T.623],613345561.770406,0.341710009290799
1601,C(COMPANY_ID)[T.626],-3.5971702627937146e-16,0.695681188477451
1602,C(COMPANY_ID)[T.629],613345563.4225137,0.3417100079899944
1603,C(COMPANY_ID)[T.630],2112027723.3061376,0.341710007143762
1604,C(COMPANY_ID)[T.632],-4866746734.947868,0.34171000754773684
1605,C(COMPANY_ID)[T.666],-6853817434.76709,0.3417100074437116
1606,C(COMPANY_ID)[T.669],1672273403.2696462,0.3417100063590338
1607,C(COMPANY_ID)[T.672],-29208743030.02723,0.34171000743668856
1608,C(COMPANY_ID)[T.679],-4866746738.849926,0.3417100071606708
1609,C(COMPANY_ID)[T.681],-1076658046.9554534,0.3417100063423718
1610,C(COMPANY_ID)[T.687],417175055.50743115,0.3417100063013344
1611,C(COMPANY_ID)[T.693],417175056.01548433,0.34171000571310106
1612,C(COMPANY_ID)[T.708],1672273401.9675932,0.3417100067350404
1613,C(COMPANY_ID)[T.709],-1471402737.4728632,0.34171000747158253
1614,C(COMPANY_ID)[T.716],-4173102897.8746557,0.3417100074942865
1615,C(COMPANY_ID)[T.723],3173357204.8356133,0.3417100071412904
1616,C(COMPANY_ID)[T.728],613345563.642884,0.34171000781677174
1617,C(COMPANY_ID)[T.737],417175054.6291288,0.3417100073170627
1618,C(COMPANY_ID)[T.744],-1471402739.2459245,0.34171000688991393
1619,C(COMPANY_ID)[T.755],613345567.3128071,0.34171000492791115
1620,C(COMPANY_ID)[T.766],-6853817432.898499,0.34171000757530334
1621,C(COMPANY_ID)[T.767],1.5230689259574455e-15,0.03671981404937665
1622,C(COMPANY_ID)[T.768],-4866746735.213388,0.3417100075213848
1623,C(COMPANY_ID)[T.770],1672273399.434723,0.34171000746601543
1624,C(COMPANY_ID)[T.779],417175054.0872085,0.34171000794487727
1625,C(COMPANY_ID)[T.782],-1471402737.0499249,0.3417100076105145
1626,C(COMPANY_ID)[T.784],417175055.1541079,0.34171000670898544
1627,C(COMPANY_ID)[T.785],-5490601993.137741,0.34171000754331227
1628,C(COMPANY_ID)[T.789],-4173102898.9908934,0.34171000736509527
1629,C(COMPANY_ID)[T.793],135497076372.88129,0.34171000737893364
1630,C(COMPANY_ID)[T.795],-1076658047.2300737,0.34171000621943315
1631,C(COMPANY_ID)[T.801],-1076658045.5533974,0.3417100069711557
1632,C(COMPANY_ID)[T.805],417175056.40744984,0.3417100052597364
1633,C(COMPANY_ID)[T.810],417175056.3680209,0.3417100053056038
1634,C(COMPANY_ID)[T.812],2112027721.4556231,0.34171000756680303
1635,C(COMPANY_ID)[T.815],613345562.8627186,0.3417100084308906
1636,C(COMPANY_ID)[T.830],-1076658041.1830556,0.3417100089305898
1637,C(COMPANY_ID)[T.843],-1076658041.572686,0.3417100087558963
1638,C(COMPANY_ID)[T.844],-4866746735.70891,0.34171000747224334
1639,C(COMPANY_ID)[T.85],1672273400.0564685,0.34171000728659207
1640,C(COMPANY_ID)[T.857],-1471402740.8266234,0.3417100063712345
1641,C(COMPANY_ID)[T.858],-29208743034.26629,0.3417100073666338
1642,C(COMPANY_ID)[T.860],135497076372.1481,0.34171000738154833
1643,C(COMPANY_ID)[T.869],417175055.1656246,0.34171000669648277
1644,C(COMPANY_ID)[T.874],1.487560540519473,5.681004688456461e-09
1645,C(COMPANY_ID)[T.889],3173357201.789609,0.3417100076045487
1646,C(COMPANY_ID)[T.892],2846990704.775481,0.34171000731433654
1647,C(COMPANY_ID)[T.898],613345563.3758187,0.34171000802683005
1648,C(COMPANY_ID)[T.914],613345565.2774465,0.34171000652995465
1649,C(COMPANY_ID)[T.928],135497076371.73969,0.3417100073830067
1650,C(COMPANY_ID)[T.930],-1471402741.08353,0.34171000628690396
1651,C(COMPANY_ID)[T.932],613345567.1310959,0.34171000507120086
1652,C(COMPANY_ID)[T.934],-29208743033.182007,0.34171000738454704
1653,C(COMPANY_ID)[T.936],2.0258822096342923,0.001064102689981368
1654,C(COMPANY_ID)[T.951],417175053.45118546,0.34171000868048174
1655,C(COMPANY_ID)[T.953],417175052.97141135,0.3417100092356051
1656,C(COMPANY_ID)[T.959],-1471402736.8879642,0.34171000766355075
1657,C(COMPANY_ID)[T.973],613345562.7258978,0.34171000853837796
1658,C(COMPANY_ID)[T.975],2846990706.4555225,0.3417100070295527
1659,C(COMPANY_ID)[T.978],-4173102895.833331,0.3417100077303874
1660,C(COMPANY_ID)[T.980],3173357203.75605,0.34171000730548895
1661,C(COMPANY_ID)[T.984],-4866746735.947004,0.341710007448657
1662,C(COMPANY_ID)[T.993],-1471402739.4785395,0.3417100068137291
1663,C(MONTH_TRANSACTED)[T.2023-02-01],-0.24487586465172942,0.011071437027006713
1664,C(MONTH_TRANSACTED)[T.2023-03-01],-0.09062228226626522,0.3501354134159057
1665,C(MONTH_TRANSACTED)[T.2023-04-01],-0.13357763398488048,0.17536582184436256
1666,C(MONTH_TRANSACTED)[T.2023-05-01],-0.001698031879848877,0.9864145264900295
1667,C(MONTH_TRANSACTED)[T.2023-06-01],-0.2301016333687982,0.020362349242767124
1668,C(MONTH_TRANSACTED)[T.2023-07-01],-0.11130005747012511,0.24971048275185362
1669,C(MONTH_TRANSACTED)[T.2023-08-01],0.012782570199295892,0.8949839784954978
1670,C(MONTH_TRANSACTED)[T.2023-09-01],-0.003076690673745608,0.974888622917995
1671,C(MONTH_TRANSACTED)[T.2023-10-01],0.006807398856555291,0.9430143342149322
1672,C(MONTH_TRANSACTED)[T.2023-11-01],-0.1856583644530947,0.05210030240994651
1673,C(MONTH_TRANSACTED)[T.2023-12-01],-0.1602967999867193,0.08957032258031455
1674,C(MONTH_TRANSACTED)[T.2024-01-01],0.036499711779440114,0.6875825344989142
1675,C(MONTH_TRANSACTED)[T.2024-02-01],-0.12335566341670562,0.18134822815674803
1676,C(MONTH_TRANSACTED)[T.2024-03-01],-0.037428932088953384,0.6836270405313806
1677,C(MONTH_TRANSACTED)[T.2024-04-01],-0.01350074754941688,0.8812986729815062
1678,C(MONTH_TRANSACTED)[T.2024-05-01],-0.06361674405879725,0.47720289334557364
1679,C(MONTH_TRANSACTED)[T.2024-06-01],-0.08538495380068012,0.3413747840288799
1680,C(MONTH_TRANSACTED)[T.2024-07-01],-0.024624923234924823,0.7796871162432867
1681,C(MONTH_TRANSACTED)[T.2024-08-01],0.035660743105701165,0.6850822320622555
1682,C(MONTH_TRANSACTED)[T.2024-09-01],-0.07131367621438245,0.4201860953558887
1683,C(MONTH_TRANSACTED)[T.2024-10-01],0.005707296043732435,0.9481194617129465
1684,C(MONTH_TRANSACTED)[T.2024-11-01],-0.1016428164918487,0.24808683633516418
1685,C(MONTH_TRANSACTED)[T.2024-12-01],-0.05455899011531462,0.5357384258674385
1686,C(MONTH_TRANSACTED)[T.2025-01-01],0.1082330348874638,0.21581440543657296
1687,C(MONTH_TRANSACTED)[T.2025-02-01],0.11596012982522458,0.19112444667118594
1688,C(MONTH_TRANSACTED)[T.2025-03-01],-0.9091035774485942,5.234916754066072e-13
1689,log_CARDUP_FEE_RATE,-0.5324062783474933,0.11587806847324701
1690,log_CARDUP_FEE_RATE:C(CARD_TYPE)[T.Mastercard],-0.22578564247087607,0.2448233914406859
1691,log_CARDUP_FEE_RATE:C(CARD_TYPE)[T.Unionpay],14.076459350385676,0.1338024341504257
1692,log_CARDUP_FEE_RATE:C(CARD_TYPE)[T.Visa],-0.12840989814701842,0.4705924784014308
1693,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Business Services],0.35329620571700104,0.2661785107607539
1694,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Consumer Goods],1.4987159075401997,0.00012434147441577038
1695,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Consumer Services],1.0803570717353674,0.004073235833977112
1696,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Education],1.0703536614289497,0.06441882401737098
1697,"log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Energy, Environment and Resources]",-0.01857988128437582,0.9673585262294324
1698,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Finance and Investment],0.4709208237563376,0.1485854914236196
1699,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Food and Beverages],0.2040639552361333,0.5134458696632092
1700,"log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Government, Non-Profit and Civic Organizations]",-4.46227175108519,0.2827903232185963
1701,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Healthcare and Life Sciences],0.7119060501964702,0.0867182500711688
1702,"log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Hospitality, Travel and Entertainment]",1.0420145357212882,0.001842921317668555
1703,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Legal and Security],0.23684219401985196,0.8816629847923928
1704,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Manufacturing and Production],1.1573478200437244,0.02257693676290392
1705,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Real Estate and Construction Services],1.2090926853530197,0.000725575835986366
1706,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Technology and IT],0.9825630073377427,0.01490909188356558
1707,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Transportation and Logistics],-0.29714037722405373,0.420714552911851
1708,log_CARDUP_FEE_RATE:C(INDUSTRY)[T.Wholesale],0.4884584866535402,0.10516580744224356
1709,log_CARDUP_FEE_RATE:NEXT_DAY,0.5256644669092219,6.332344502208809e-05
1710,NEXT_DAY,1.5562994495042217,0.0020971930996007606
