,Variable,Coefficient,P-value
759,C(COMPANY_ID)[T.3333],613345562.9615583,0.3417100083532395
760,C(COMPANY_ID)[T.3334],-4866746735.11758,0.3417100075308709
761,C(COMPANY_ID)[T.3335],-29208743031.344696,0.3417100074149001
762,C(COMPANY_ID)[T.3336],417175053.78914976,0.34171000828916165
763,C(COMPANY_ID)[T.3337],135497076371.36893,0.3417100073843282
764,C(COMPANY_ID)[T.3339],417175055.93301284,0.3417100058085779
765,C(COMPANY_ID)[T.3341],-4866746738.394096,0.3417100072058724
766,C(COMPANY_ID)[T.3342],135497076372.18658,0.3417100073814219
767,C(COMPANY_ID)[T.3343],613345560.6630309,0.34171001016234137
768,C(COMPANY_ID)[T.3345],417175052.74429727,0.34171000949836094
769,C(COMPANY_ID)[T.3348],613345565.1954014,0.3417100065946346
770,C(COMPANY_ID)[T.3350],-1076658045.4560525,0.34171000701465915
771,C(COMPANY_ID)[T.3351],-1471402737.9859962,0.3417100073032021
772,C(COMPANY_ID)[T.3352],-1471402737.5976043,0.34171000743066926
773,C(COMPANY_ID)[T.3353],-1471402735.3430395,0.3417100081703274
774,C(COMPANY_ID)[T.3356],-4866746735.656376,0.3417100074774301
775,C(COMPANY_ID)[T.3357],-4866746735.550812,0.34171000748793834
776,C(COMPANY_ID)[T.3359],1672273399.6088943,0.3417100074158739
777,C(COMPANY_ID)[T.3361],2112027722.6010847,0.34171000730491974
778,C(COMPANY_ID)[T.3363],-1471402737.8281245,0.3417100073552306
779,C(COMPANY_ID)[T.3369],-1471402737.5029392,0.3417100074618584
780,C(COMPANY_ID)[T.3371],-29208743034.401115,0.3417100073644256
781,C(COMPANY_ID)[T.3372],417175055.12693214,0.34171000674193
782,C(COMPANY_ID)[T.3374],-1471402737.950686,0.34171000731468115
783,C(COMPANY_ID)[T.3376],-6853817435.359995,0.3417100074019278
784,C(COMPANY_ID)[T.3382],417175056.7192867,0.34171000489916625
785,C(COMPANY_ID)[T.3384],1672273395.6864853,0.341710008548186
786,C(COMPANY_ID)[T.3386],-1471402737.843576,0.34171000735011126
787,C(COMPANY_ID)[T.3387],417175053.71275306,0.34171000837757426
788,C(COMPANY_ID)[T.3389],2846990705.7502184,0.3417100071490168
789,C(COMPANY_ID)[T.339],-4866746737.014969,0.341710007342646
790,C(COMPANY_ID)[T.3390],2846990706.984642,0.34171000693971476
791,C(COMPANY_ID)[T.3395],-1076658043.8263285,0.34171000774552585
792,C(COMPANY_ID)[T.3398],417175053.9482037,0.34171000810544905
793,C(COMPANY_ID)[T.3401],417175055.7668687,0.3417100060008702
794,C(COMPANY_ID)[T.3406],-0.7292259506924443,0.4844463790101715
795,C(COMPANY_ID)[T.3407],613345565.114774,0.3417100066580602
796,C(COMPANY_ID)[T.3408],-6853817436.96525,0.3417100072889233
797,C(COMPANY_ID)[T.3409],417175055.82757175,0.34171000593062595
798,C(COMPANY_ID)[T.3410],417175056.73209,0.3417100048843079
799,C(COMPANY_ID)[T.3418],135497076372.99677,0.3417100073785082
800,C(COMPANY_ID)[T.3419],417175055.59839725,0.3417100061957512
801,C(COMPANY_ID)[T.3421],-0.7292725009076104,0.48441847995367826
802,C(COMPANY_ID)[T.3422],-4866746736.359627,0.34171000740772306
803,C(COMPANY_ID)[T.3423],417175054.12049603,0.34171000790610784
804,C(COMPANY_ID)[T.3426],417175054.5247127,0.3417100074385675
805,C(COMPANY_ID)[T.3427],-1076658046.9087589,0.34171000636323545
806,C(COMPANY_ID)[T.3428],-1471402737.4904346,0.341710007465715
807,C(COMPANY_ID)[T.3430],0.08882135735765007,0.9055398580797919
808,C(COMPANY_ID)[T.3431],1672273398.9054384,0.341710007618897
809,C(COMPANY_ID)[T.3434],417175057.56768596,0.34171000391704276
810,C(COMPANY_ID)[T.3436],-1471402739.7318091,0.3417100067303641
811,C(COMPANY_ID)[T.3438],417175055.90490925,0.34171000584201616
812,C(COMPANY_ID)[T.3439],-29208743034.607704,0.34171000736095347
813,C(COMPANY_ID)[T.344],-6853817433.607609,0.3417100075253776
814,C(COMPANY_ID)[T.3440],-4173102897.414263,0.3417100075475811
815,C(COMPANY_ID)[T.3441],417175053.71836376,0.3417100083708915
816,C(COMPANY_ID)[T.3442],-1471402737.5265136,0.34171000745402713
817,C(COMPANY_ID)[T.3443],-1471402737.6561093,0.3417100074110976
818,C(COMPANY_ID)[T.3446],1672273400.145979,0.34171000726079526
819,C(COMPANY_ID)[T.3455],417175054.39491093,0.3417100075888273
820,C(COMPANY_ID)[T.3456],-4866746736.18755,0.3417100074247772
821,C(COMPANY_ID)[T.3457],613345566.4076784,0.3417100056466864
822,C(COMPANY_ID)[T.3459],3173357201.282343,0.3417100076817259
823,C(COMPANY_ID)[T.3460],-1471402736.9884996,0.34171000763037096
824,C(COMPANY_ID)[T.3461],417175055.5704329,0.3417100062284266
825,C(COMPANY_ID)[T.3462],417175056.8415282,0.34171000475746816
826,C(COMPANY_ID)[T.3464],-1.623287982756477,0.0298491217717285
827,C(COMPANY_ID)[T.3466],-1471402739.4083767,0.3417100068366914
828,C(COMPANY_ID)[T.3467],3173357203.1077175,0.34171000740406443
829,C(COMPANY_ID)[T.3468],417175054.74009895,0.34171000718947686
830,C(COMPANY_ID)[T.3471],417175053.1861714,0.3417100089868893
831,C(COMPANY_ID)[T.3472],3173357201.0481873,0.34171000771746585
832,C(COMPANY_ID)[T.3473],-29208743033.55683,0.3417100073783188
833,C(COMPANY_ID)[T.3476],613345565.0712624,0.34171000669228624
834,C(COMPANY_ID)[T.3477],-1471402738.1534743,0.3417100072483399
835,C(COMPANY_ID)[T.3478],417175053.7285496,0.3417100083599578
836,C(COMPANY_ID)[T.3479],-29208743034.288605,0.3417100073662467
837,C(COMPANY_ID)[T.3483],135497076371.68399,0.3417100073831928
838,C(COMPANY_ID)[T.3485],417175049.0071235,0.3417100138253233
839,C(COMPANY_ID)[T.3486],-4866746737.763857,0.3417100072684084
840,C(COMPANY_ID)[T.3488],-5490601995.4137745,0.3417100073431769
841,C(COMPANY_ID)[T.3490],-4866746738.018425,0.3417100072431819
842,C(COMPANY_ID)[T.3492],135497076372.9277,0.341710007378759
843,C(COMPANY_ID)[T.3493],-29208743034.77819,0.3417100073581696
844,C(COMPANY_ID)[T.3494],-3.2899138460491986,1.3600199707085967e-07
845,C(COMPANY_ID)[T.3497],-4866746738.532795,0.3417100071921255
846,C(COMPANY_ID)[T.3498],417175055.11209273,0.3417100067588982
847,C(COMPANY_ID)[T.3500],-1471402738.3163939,0.34171000719482303
848,C(COMPANY_ID)[T.3501],-29208743034.5887,0.34171000736129375
849,C(COMPANY_ID)[T.3502],417175054.9936085,0.34171000689552344
850,C(COMPANY_ID)[T.3504],2846990703.3984575,0.34171000754787917
851,C(COMPANY_ID)[T.3505],-1471402740.059195,0.34171000662281725
852,C(COMPANY_ID)[T.3506],-1076658044.233218,0.34171000756300374
853,C(COMPANY_ID)[T.3507],417175054.0831616,0.3417100079482909
854,C(COMPANY_ID)[T.3508],417175054.2700592,0.34171000773474647
855,C(COMPANY_ID)[T.3510],-29208743031.252388,0.3417100074164382
856,C(COMPANY_ID)[T.3511],-4866746735.363832,0.3417100075065076
857,C(COMPANY_ID)[T.3512],3173357204.3774843,0.34171000721090095
858,C(COMPANY_ID)[T.3515],-4866746736.650183,0.3417100073789011
859,C(COMPANY_ID)[T.3516],-4866746736.842302,0.3417100073598568
860,C(COMPANY_ID)[T.3517],-1471402738.1296563,0.3417100072561421
861,C(COMPANY_ID)[T.3518],417175054.82959497,0.3417100070853428
862,C(COMPANY_ID)[T.3520],135497076369.18579,0.34171000739210433
863,C(COMPANY_ID)[T.3521],417175054.40692246,0.341710007575007
864,C(COMPANY_ID)[T.3523],-4866746736.836031,0.34171000736043566
865,C(COMPANY_ID)[T.3524],-4173102898.837022,0.341710007382954
866,C(COMPANY_ID)[T.3525],417175052.9984844,0.34171000920354255
867,C(COMPANY_ID)[T.3526],417175055.0959121,0.3417100067770382
868,C(COMPANY_ID)[T.3527],3173357202.989458,0.3417100074221021
869,C(COMPANY_ID)[T.3529],8719727971.787014,0.34171000740303625
870,C(COMPANY_ID)[T.353],-29208743034.244263,0.3417100073669658
871,C(COMPANY_ID)[T.3530],-1076658044.0961392,0.341710007624493
872,C(COMPANY_ID)[T.3533],135497076371.58063,0.3417100073835774
873,C(COMPANY_ID)[T.3534],2846990704.0226755,0.3417100074419871
874,C(COMPANY_ID)[T.3537],-29208743031.472214,0.3417100074128182
875,C(COMPANY_ID)[T.3538],2112027723.084166,0.34171000719454303
876,C(COMPANY_ID)[T.3540],1.3465159778931137,0.07794192887709757
877,C(COMPANY_ID)[T.3544],417175053.6492958,0.3417100084519781
878,C(COMPANY_ID)[T.3545],3173357202.0974226,0.34171000755775816
879,C(COMPANY_ID)[T.3546],-4866746736.481472,0.3417100073956406
880,C(COMPANY_ID)[T.3547],-1076658041.7381282,0.34171000868175205
881,C(COMPANY_ID)[T.3548],-1.75848115130636,0.09171790949074103
882,C(COMPANY_ID)[T.3549],1672273400.1672196,0.34171000725459155
883,C(COMPANY_ID)[T.3552],-4866746736.046822,0.341710007438744
884,C(COMPANY_ID)[T.3554],613345563.2733018,0.3417100081080041
885,C(COMPANY_ID)[T.3555],1672273401.3154979,0.3417100069229688
886,C(COMPANY_ID)[T.3556],1672273400.5923586,0.3417100071318938
887,C(COMPANY_ID)[T.3557],-1076658044.1462252,0.3417100076019093
888,C(COMPANY_ID)[T.3559],135497076372.45868,0.34171000738041946
889,C(COMPANY_ID)[T.3561],-1076658048.3317564,0.3417100057253538
890,C(COMPANY_ID)[T.3563],-4866746737.05126,0.34171000733911117
891,C(COMPANY_ID)[T.3564],135497076373.60828,0.34171000737634327
892,C(COMPANY_ID)[T.3566],-1471402738.5819726,0.341710007077084
893,C(COMPANY_ID)[T.3567],417175055.8469397,0.34171000590801215
894,C(COMPANY_ID)[T.3568],417175052.8420621,0.341710009385335
895,C(COMPANY_ID)[T.3569],-4.926910970602048e-12,0.3423761806096246
896,C(COMPANY_ID)[T.3570],613345562.3025072,0.3417100088714413
897,C(COMPANY_ID)[T.3573],-4173102895.6890984,0.34171000774711024
898,C(COMPANY_ID)[T.3575],-1076658043.7760615,0.34171000776788885
899,C(COMPANY_ID)[T.3577],0.9437941626388421,0.04473937770786202
900,C(COMPANY_ID)[T.3578],-29208743033.216576,0.34171000738398005
901,C(COMPANY_ID)[T.3579],-1076658044.6997917,0.34171000735373236
902,C(COMPANY_ID)[T.358],613345565.6796653,0.3417100062135743
903,C(COMPANY_ID)[T.3580],3173357201.223089,0.341710007690736
904,C(COMPANY_ID)[T.3582],-1.216608391144661,0.0011496326260663668
905,C(COMPANY_ID)[T.3583],613345564.4359102,0.341710007192328
906,C(COMPANY_ID)[T.3588],417175055.3396983,0.34171000649539174
907,C(COMPANY_ID)[T.3589],-4866746736.926382,0.34171000735149626
908,C(COMPANY_ID)[T.3590],-1471402737.7813907,0.34171000737026236
909,C(COMPANY_ID)[T.3591],417175054.8643112,0.3417100070451302
910,C(COMPANY_ID)[T.3592],-4866746735.631462,0.34171000747994784
911,C(COMPANY_ID)[T.3593],-1076658045.2157514,0.34171000712395494
912,C(COMPANY_ID)[T.3595],613345562.0877869,0.34171000904059956
913,C(COMPANY_ID)[T.3597],135497076369.8948,0.3417100073895779
914,C(COMPANY_ID)[T.3598],613345562.3880928,0.341710008804205
915,C(COMPANY_ID)[T.3599],613345564.0178566,0.34171000752140823
916,C(COMPANY_ID)[T.3600],-1076658046.9446468,0.3417100063472419
917,C(COMPANY_ID)[T.3601],-29208743033.83187,0.34171000737381296
918,C(COMPANY_ID)[T.3603],2846990704.497506,0.3417100073614966
919,C(COMPANY_ID)[T.3605],-4866746736.576212,0.3417100073862531
920,C(COMPANY_ID)[T.3606],3173357204.3550377,0.34171000721436207
921,C(COMPANY_ID)[T.3607],3173357204.7748013,0.3417100071505329
922,C(COMPANY_ID)[T.3608],2112027723.5692596,0.3417100070835998
923,C(COMPANY_ID)[T.3611],2846990703.1765995,0.3417100075855024
924,C(COMPANY_ID)[T.3613],613345564.2611523,0.3417100073294903
925,C(COMPANY_ID)[T.3617],2.2878144325026124,3.0098351746674003e-05
926,C(COMPANY_ID)[T.3618],-4173102895.3378506,0.34171000778769134
927,C(COMPANY_ID)[T.3619],417175055.9846134,0.3417100057489646
928,C(COMPANY_ID)[T.3621],2846990704.3642683,0.3417100073840299
929,C(COMPANY_ID)[T.3622],-29208743036.141663,0.3417100073356345
930,C(COMPANY_ID)[T.3625],2846990705.1307697,0.3417100072543793
931,C(COMPANY_ID)[T.3628],-29208743032.657333,0.341710007393208
932,C(COMPANY_ID)[T.3629],1.3979336867715135,0.0005812875265588265
933,C(COMPANY_ID)[T.3630],613345565.9688897,0.3417100059860396
934,C(COMPANY_ID)[T.3633],417175053.46319187,0.3417100086664929
935,C(COMPANY_ID)[T.3634],-4866746736.075632,0.3417100074358601
936,C(COMPANY_ID)[T.3636],-29208743034.885887,0.3417100073563879
937,C(COMPANY_ID)[T.3639],-1471402737.4489465,0.3417100074792888
938,C(COMPANY_ID)[T.364],417175055.0884479,0.34171000678489694
939,C(COMPANY_ID)[T.3640],613345563.6376646,0.3417100078207381
940,C(COMPANY_ID)[T.3641],613345561.8811424,0.34171000920320027
941,C(COMPANY_ID)[T.3643],417175057.285784,0.3417100042426944
942,C(COMPANY_ID)[T.3644],417175056.9224404,0.3417100046639586
943,C(COMPANY_ID)[T.3646],-1076658043.784433,0.34171000776447746
944,C(COMPANY_ID)[T.3649],613345562.7667189,0.34171000850481315
945,C(COMPANY_ID)[T.365],613345562.1081524,0.34171000902376614
946,C(COMPANY_ID)[T.3650],-1471402735.2821164,0.34171000818992814
947,C(COMPANY_ID)[T.3651],-1076658044.9473548,0.34171000724278155
948,C(COMPANY_ID)[T.3653],417175054.2091061,0.3417100078038814
949,C(COMPANY_ID)[T.3657],2846990706.309494,0.3417100070542195
950,C(COMPANY_ID)[T.3660],-4866746737.111122,0.34171000733314616
951,C(COMPANY_ID)[T.3664],-1471402738.0682096,0.34171000727605405
952,C(COMPANY_ID)[T.3667],613345568.478785,0.34171000401089
953,C(COMPANY_ID)[T.3669],417175055.3924285,0.34171000643402727
954,C(COMPANY_ID)[T.3670],-1076658044.759958,0.3417100073269206
955,C(COMPANY_ID)[T.3672],-29208743035.019417,0.34171000735417956
956,C(COMPANY_ID)[T.3673],417175055.06259835,0.34171000681621866
957,C(COMPANY_ID)[T.3674],417175055.96751726,0.3417100057685536
958,C(COMPANY_ID)[T.3675],1672273399.8244486,0.3417100073535082
959,C(COMPANY_ID)[T.3678],613345564.6076379,0.34171000705747956
960,C(COMPANY_ID)[T.3679],417175054.8234757,0.34171000709243027
961,C(COMPANY_ID)[T.3680],-1.1641003416470006,0.02061665308051149
962,C(COMPANY_ID)[T.3681],-29208743033.260956,0.34171000738325064
963,C(COMPANY_ID)[T.3683],2.326339288269187,0.027640208860021217
964,C(COMPANY_ID)[T.3685],-1471402735.9345722,0.3417100079763097
965,C(COMPANY_ID)[T.3687],2112027723.5063496,0.3417100070981821
966,C(COMPANY_ID)[T.3688],-1471402737.683991,0.3417100074023507
967,C(COMPANY_ID)[T.3689],613345561.3128867,0.3417100096508787
968,C(COMPANY_ID)[T.369],-4866746735.343489,0.34171000750850145
969,C(COMPANY_ID)[T.3691],613345564.3668818,0.3417100072468614
970,C(COMPANY_ID)[T.3692],-4866746735.895103,0.34171000745374636
971,C(COMPANY_ID)[T.3693],-4866746735.222548,0.3417100075204942
972,C(COMPANY_ID)[T.3694],417175055.08658385,0.34171000678805585
973,C(COMPANY_ID)[T.3695],417175054.91422987,0.3417100069877834
974,C(COMPANY_ID)[T.3696],-4866746737.4903965,0.3417100072955671
975,C(COMPANY_ID)[T.3698],-0.8400114991917965,0.031434243194071766
976,C(COMPANY_ID)[T.3699],613345565.5598655,0.3417100063077173
977,C(COMPANY_ID)[T.3700],-1471402735.1314802,0.34171000823970843
978,C(COMPANY_ID)[T.3701],-4866746736.564346,0.34171000738743496
979,C(COMPANY_ID)[T.3702],-4866746735.660582,0.3417100074770226
980,C(COMPANY_ID)[T.3704],-4866746737.362101,0.34171000730822787
981,C(COMPANY_ID)[T.3707],613345565.3339412,0.34171000648547767
982,C(COMPANY_ID)[T.3708],-1471402737.3170571,0.3417100075227877
983,C(COMPANY_ID)[T.3709],417175053.0758313,0.34171000911472016
984,C(COMPANY_ID)[T.3711],1672273400.7063417,0.3417100070989688
985,C(COMPANY_ID)[T.3713],135497076371.40738,0.34171000738419033
986,C(COMPANY_ID)[T.3714],613345565.0521693,0.3417100067074139
987,C(COMPANY_ID)[T.3715],-29208743034.08481,0.3417100073696301
988,C(COMPANY_ID)[T.3718],613345565.413019,0.341710006423217
989,C(COMPANY_ID)[T.3720],-1471402736.881123,0.3417100076656969
990,C(COMPANY_ID)[T.3722],2112027722.8175097,0.34171000725536815
991,C(COMPANY_ID)[T.3723],135497076371.71902,0.3417100073830822
992,C(COMPANY_ID)[T.3726],2846990701.9823627,0.3417100077878953
993,C(COMPANY_ID)[T.3727],417175054.07478786,0.34171000795882833
994,C(COMPANY_ID)[T.3728],0.7890170239038192,0.027082332952649203
995,C(COMPANY_ID)[T.3733],-29208743034.152107,0.3417100073685012
996,C(COMPANY_ID)[T.3735],-1076658047.2603097,0.3417100062059427
997,C(COMPANY_ID)[T.3736],1.7229706362939265,7.764282023663391e-07
998,C(COMPANY_ID)[T.3739],-2.794571040253587,1.502673361202859e-11
999,C(COMPANY_ID)[T.3740],0.7354025055877091,0.32793371219645784
1000,C(COMPANY_ID)[T.3741],135497076373.69037,0.3417100073760415
1001,C(COMPANY_ID)[T.3742],-4866746738.644064,0.3417100071811082
1002,C(COMPANY_ID)[T.3743],135497076372.84476,0.34171000737906576
1003,C(COMPANY_ID)[T.3744],-1076658043.6814039,0.341710007810462
1004,C(COMPANY_ID)[T.3746],-4173102899.730345,0.3417100072796537
1005,C(COMPANY_ID)[T.3748],-4866746734.038778,0.3417100076379159
1006,C(COMPANY_ID)[T.3749],417175051.47898376,0.34171001096267706
1007,C(COMPANY_ID)[T.3750],-1471402736.6083527,0.3417100077552696
1008,C(COMPANY_ID)[T.3751],613345563.1202056,0.34171000822780573
1009,C(COMPANY_ID)[T.3752],-0.10712775216158099,0.7196731962359334
1010,C(COMPANY_ID)[T.3754],-4866746734.862366,0.34171000755623715
1011,C(COMPANY_ID)[T.3755],417175055.30690444,0.3417100065331017
1012,C(COMPANY_ID)[T.3758],613345563.869689,0.3417100076379883
1013,C(COMPANY_ID)[T.3759],-4866746737.621761,0.34171000728250056
1014,C(COMPANY_ID)[T.3760],-6853817436.282288,0.34171000733700485
1015,C(COMPANY_ID)[T.3761],-6853817437.669535,0.3417100072392889
1016,C(COMPANY_ID)[T.3762],1672273397.4746127,0.3417100080317873
1017,C(COMPANY_ID)[T.3763],-4866746737.001129,0.3417100073440482
1018,C(COMPANY_ID)[T.3765],417175054.15606856,0.3417100078651413
1019,C(COMPANY_ID)[T.3767],1672273401.130589,0.3417100069764508
1020,C(COMPANY_ID)[T.3768],-0.31419265331627244,0.6761076811057978
1021,C(COMPANY_ID)[T.3769],2846990704.8264065,0.34171000730569157
1022,C(COMPANY_ID)[T.377],-6853817432.967634,0.34171000757046444
1023,C(COMPANY_ID)[T.3770],3173357202.3977137,0.3417100075120735
1024,C(COMPANY_ID)[T.3773],-1.4026965778857972,0.010177240824485106
1025,C(COMPANY_ID)[T.3775],-0.33208041154883317,0.41754750581405464
1026,C(COMPANY_ID)[T.3776],417175054.0023055,0.3417100080426091
1027,C(COMPANY_ID)[T.3778],-4866746735.171463,0.34171000752558944
1028,C(COMPANY_ID)[T.3779],-29208743030.89148,0.3417100074224064
1029,C(COMPANY_ID)[T.378],417175053.88824046,0.34171000817477826
1030,C(COMPANY_ID)[T.3780],-4866746735.220121,0.3417100075207352
1031,C(COMPANY_ID)[T.3781],-1471402737.1183891,0.3417100075878453
1032,C(COMPANY_ID)[T.3782],1.857755024367865,0.07647491213126086
1033,C(COMPANY_ID)[T.3783],2112027720.8413568,0.3417100077071319
1034,C(COMPANY_ID)[T.3784],613345563.6321645,0.3417100078249401
1035,C(COMPANY_ID)[T.3786],-4866746737.846357,0.3417100072602649
1036,C(COMPANY_ID)[T.3787],613345563.6510417,0.34171000780989225
1037,C(COMPANY_ID)[T.3788],-1076658044.3403802,0.3417100075148488
1038,C(COMPANY_ID)[T.3791],135497076371.30872,0.3417100073845495
1039,C(COMPANY_ID)[T.3792],-4866746734.724453,0.34171000756989756
1040,C(COMPANY_ID)[T.3793],-4173102897.6849976,0.34171000751617664
1041,C(COMPANY_ID)[T.3794],-4866746735.964842,0.3417100074468581
1042,C(COMPANY_ID)[T.3795],-6853817435.9752655,0.3417100073586451
1043,C(COMPANY_ID)[T.3796],417175054.7455214,0.3417100071826553
1044,C(COMPANY_ID)[T.3797],417175053.57877886,0.34171000853271094
1045,C(COMPANY_ID)[T.3798],-29208743031.42018,0.3417100074136711
1046,C(COMPANY_ID)[T.3799],-29208743031.697273,0.34171000740909674
1047,C(COMPANY_ID)[T.3804],-3.8548524509813693e-11,0.34175245544590416
1048,C(COMPANY_ID)[T.3806],613345561.6860609,0.3417100093568871
1049,C(COMPANY_ID)[T.3807],135497076370.21573,0.3417100073884395
1050,C(COMPANY_ID)[T.3811],-1.2621189359306817,0.002066536778565108
1051,C(COMPANY_ID)[T.3812],-29208743032.68625,0.34171000739274704
1052,C(COMPANY_ID)[T.3814],2846990703.1669693,0.3417100075870847
1053,C(COMPANY_ID)[T.3815],-4866746736.29377,0.3417100074142564
1054,C(COMPANY_ID)[T.3816],135497076371.55133,0.34171000738367474
1055,C(COMPANY_ID)[T.3817],-4866746738.095385,0.3417100072356022
1056,C(COMPANY_ID)[T.3818],417175054.4298779,0.341710007547664
1057,C(COMPANY_ID)[T.3819],-1076658041.7872036,0.3417100086598839
1058,C(COMPANY_ID)[T.3821],-29208743033.056404,0.34171000738663304
1059,C(COMPANY_ID)[T.3822],-1471402738.4811864,0.3417100071408986
1060,C(COMPANY_ID)[T.3825],2846990701.626768,0.3417100078482376
1061,C(COMPANY_ID)[T.3826],8719727972.345232,0.34171000737213575
1062,C(COMPANY_ID)[T.3827],-29208743032.841568,0.34171000739017465
1063,C(COMPANY_ID)[T.3828],1.5444043649270442,0.14157780146656898
1064,C(COMPANY_ID)[T.3829],-4866746735.677126,0.34171000747543656
1065,C(COMPANY_ID)[T.3831],-6.7704266463879094e-12,0.3412878981247005
1066,C(COMPANY_ID)[T.3832],417175054.0001074,0.34171000804510854
1067,C(COMPANY_ID)[T.3833],135497076372.40106,0.3417100073806518
1068,C(COMPANY_ID)[T.3835],417175053.1738355,0.3417100090016304
1069,C(COMPANY_ID)[T.3836],-4866746734.387388,0.3417100076033608
1070,C(COMPANY_ID)[T.3838],417175056.7192476,0.3417100048987899
1071,C(COMPANY_ID)[T.3839],-4173102898.6921406,0.3417100073997261
1072,C(COMPANY_ID)[T.3841],-29208743033.32621,0.3417100073821727
1073,C(COMPANY_ID)[T.3842],-4866746738.154293,0.34171000722973255
1074,C(COMPANY_ID)[T.3844],-29208743032.694313,0.3417100073926279
1075,C(COMPANY_ID)[T.3845],417175053.08781683,0.3417100091008626
1076,C(COMPANY_ID)[T.3846],0.16264339223875135,0.6526084600482491
1077,C(COMPANY_ID)[T.3847],1672273400.149889,0.3417100072595822
1078,C(COMPANY_ID)[T.3848],-4866746735.35837,0.34171000750703995
1079,C(COMPANY_ID)[T.3851],-6853817436.919506,0.3417100072921039
1080,C(COMPANY_ID)[T.3852],-4866746736.870104,0.3417100073570667
1081,C(COMPANY_ID)[T.3853],2846990705.5282164,0.34171000718666233
1082,C(COMPANY_ID)[T.3856],613345563.8316028,0.34171000766811943
1083,C(COMPANY_ID)[T.3857],613345564.604012,0.34171000705946886
1084,C(COMPANY_ID)[T.3858],613345564.985306,0.3417100067598946
1085,C(COMPANY_ID)[T.3860],417175054.2357378,0.3417100077723796
1086,C(COMPANY_ID)[T.3862],0.12263731959296376,0.8453803310555585
1087,C(COMPANY_ID)[T.3863],-1076658043.2721086,0.3417100079939842
1088,C(COMPANY_ID)[T.3865],-1471402737.3250432,0.34171000752016745
1089,C(COMPANY_ID)[T.3869],417175054.4384608,0.3417100075379875
1090,C(COMPANY_ID)[T.3870],-4866746737.679432,0.3417100072768182
1091,C(COMPANY_ID)[T.3871],-29208743033.04341,0.34171000738684265
1092,C(COMPANY_ID)[T.3873],-6853817434.804705,0.3417100074410945
1093,C(COMPANY_ID)[T.3874],0.6913772523563159,0.06781025433355829
1094,C(COMPANY_ID)[T.3876],-29208743032.90184,0.341710007389187
1095,C(COMPANY_ID)[T.3878],-4173102900.741372,0.34171000716268995
1096,C(COMPANY_ID)[T.3879],2846990704.557802,0.3417100073512578
1097,C(COMPANY_ID)[T.3881],-29208743030.10997,0.34171000743531843
1098,C(COMPANY_ID)[T.3882],-29208743035.87995,0.34171000733996515
1099,C(COMPANY_ID)[T.3883],-29208743035.84133,0.3417100073405951
1100,C(COMPANY_ID)[T.3886],613345564.4310532,0.34171000719609823
1101,C(COMPANY_ID)[T.3887],613345564.3621199,0.3417100072505309
1102,C(COMPANY_ID)[T.3888],-1471402736.5325532,0.34171000778012317
1103,C(COMPANY_ID)[T.3889],-29208743034.931488,0.3417100073556393
1104,C(COMPANY_ID)[T.3890],3173357204.8846874,0.34171000713372013
1105,C(COMPANY_ID)[T.3891],417175052.2065494,0.3417100101202395
1106,C(COMPANY_ID)[T.3892],417175052.96085227,0.34171000924742256
1107,C(COMPANY_ID)[T.3893],417175052.5644747,0.34171000970699017
1108,C(COMPANY_ID)[T.3896],135497076371.86395,0.3417100073825543
1109,C(COMPANY_ID)[T.3897],417175053.8013214,0.34171000827500686
1110,C(COMPANY_ID)[T.3898],8719727970.624216,0.34171000746743396
1111,C(COMPANY_ID)[T.3899],-1471402735.6891408,0.34171000805687013
1112,C(COMPANY_ID)[T.3900],613345564.3268332,0.34171000727809264
1113,C(COMPANY_ID)[T.3902],-29208743033.553017,0.3417100073784156
1114,C(COMPANY_ID)[T.3903],-1471402736.3845687,0.3417100078286017
1115,C(COMPANY_ID)[T.3905],613345562.5892994,0.34171000864585055
1116,C(COMPANY_ID)[T.3906],-4866746736.252651,0.34171000741833335
1117,C(COMPANY_ID)[T.3908],613345562.4950442,0.3417100087195145
1118,C(COMPANY_ID)[T.3913],-5490601995.127296,0.34171000736842017
1119,C(COMPANY_ID)[T.3915],2112027711.8841872,0.34171000975407717
1120,C(COMPANY_ID)[T.3918],417175050.78956985,0.34171001176013316
1121,C(COMPANY_ID)[T.3920],417175055.1148257,0.3417100067554498
1122,C(COMPANY_ID)[T.3925],2112027723.8510609,0.3417100070191651
1123,C(COMPANY_ID)[T.3926],-29208743031.563072,0.3417100074113175
1124,C(COMPANY_ID)[T.3929],613345565.8917038,0.341710006046571
1125,C(COMPANY_ID)[T.3930],-4866746735.974421,0.3417100074459466
1126,C(COMPANY_ID)[T.3931],-4866746733.660156,0.3417100076754921
1127,C(COMPANY_ID)[T.3932],-5490601996.242552,0.3417100072703324
1128,C(COMPANY_ID)[T.3933],3173357204.0425873,0.3417100072618463
1129,C(COMPANY_ID)[T.3934],-4866746736.116716,0.34171000743182056
1130,C(COMPANY_ID)[T.3936],-1471402739.186924,0.34171000690941533
1131,C(COMPANY_ID)[T.3938],-1471402736.1411686,0.3417100079084521
1132,C(COMPANY_ID)[T.3939],-4866746738.286821,0.3417100072165459
1133,C(COMPANY_ID)[T.3942],613345564.1191485,0.3417100074415944
1134,C(COMPANY_ID)[T.3943],1672273400.5051346,0.3417100071570437
1135,C(COMPANY_ID)[T.3945],2112027723.8333726,0.34171000702307885
